Series Name,Series Code,Country Name,Country Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Austria,AUT,26006990002,23441765250,22623842785,21981186839,22265892373,24230778532,31689309599,38996595559,44096573610,46607267811,59423125378,60116254331,64678674931,59900881226,65453950006,80827705746,81256732519,78792186267,83704902179,85477892606,85305371292,88024161074,96495416902,1.16231E+11,1.40682E+11,1.53016E+11,1.69935E+11,2.02834E+11,2.27297E+11,1.78503E+11,2.00893E+11,2.32584E+11,2.20982E+11,2.29834E+11,2.35964E+11,2.02233E+11,2.04239E+11,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Azerbaijan,AZE,,,,,,,,,,,3885196372,4014478402,4302724069,2281805933,819242649.7,851664903.6,937639967.4,1150052949,1009435017,1281990008,2058501454,2335772791,2666957519,3056716758,4234983617,8336380897,13955015559,22517509964,32133276534,22870241354,28728665753,37214511840,36914842159,35841555131,32551319648,20059340230,17580998935,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,"Bahamas, The",BHS,939800000,961200000,1038300000,1153500000,1297900000,1503600000,1577900000,1664300000,,1648320000,1714730000,1585170000,1562180000,1606810000,1662790000,1699040000,1733680000,2133090000,2163040000,2558610000,2806660000,2588550000,2934460000,2901230000,3160700000,3482130000,3557560000,3888240000,3797000000,3117000000,3223000000,3443000000,4087430000,4245700000,4149100000,4125100000,3955700000,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Bahrain,BHR,3813478376,4547340160,4337766223,3611169947,3768351064,3716489628,3013031915,3472340426,3529787234,3811169947,4887765691,3923935904,4009042287,4361702128,4520478723,4796010638,5364361436,5020744947,3994946809,5221808511,7176063830,6607446809,6956117021,7980851064,10336702128,13396808511,15662234043,17314361702,21231382979,15704787234,17880319149,28609042553,31409574468,34103723404,32069148936,25652925532,23782180851,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Bangladesh,BGD,996555891.5,1038984088,940219560.9,986784511.8,642600000,1199576923,1128533333,1212483871,1442788426,1594548362,1866930005,2062576987,2405649819,2990714346,3039700864,4122014847,4507554844,5075480003,5876850220,6028722962,6588073942,7227575982,6791241511,6876856649,7257329710,9994813008,11744907683,13530306979,16181037750,17359874074,18472449276,25627346571,26886637936,29304945498,32830360072,33820154153,36864997681,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Barbados,BRB,,,,,,,,,,,867846666.3,819569432.7,808900000,872470541.4,973599164.7,1038930045,1134340973,1161686471,1194252474,1230497688,1322800000,1251500000,1211100000,1378750000,1435900000,1711700000,1938700000,2043900000,2090350000,1904950000,1763300000,1766750000,1811200000,1914200000,1879250000,1614900000,,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Belarus,BLR,,,,,,,,,,,9950000000,6420000000,10150000000,11015537190,10642161799,6939552977,6839800000,8457248498,8988772546,7186390822,8815283224,8246546763,9286388481,11614408823,15709975383,18064972932,22199755083,27592422886,37027902622,24865449338,29396844579,48458472362,51744692335,44058175676,43301115023,32749824187,29707177322,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Belgium,BEL,63237433163,56330370817,53236365972,52385436371,53412069813,53601962633,68397851544,83035290005,95924326385,1.03855E+11,1.25864E+11,1.2614E+11,1.37365E+11,1.2544E+11,1.4234E+11,1.72257E+11,1.70061E+11,1.62818E+11,1.65214E+11,1.66266E+11,1.70953E+11,1.68916E+11,1.82017E+11,2.18823E+11,2.60992E+11,2.84796E+11,3.10274E+11,3.65618E+11,4.13324E+11,3.35842E+11,3.69665E+11,4.30226E+11,4.09788E+11,4.25754E+11,4.38799E+11,3.67646E+11,3.87772E+11,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Belize,BLZ,107850000,103000000,86000000,92750000,131700000,101400000,126500000,167200000,195300000,216950000,257000000,241350000,257665800,261402300,289455450,297425600,320713850,345342500,362282350,403420450,440750000,443500000,490150000,526733350,534853450,609026800,744269450,788432250,853628650,690190900,813293700,893607300,982925150,988427400,1031939900,1020063250,,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Benin,BEN,222261792,205681872,225297369.5,150766908.1,205805456.7,247338434.7,222807320.1,238541696.1,223654558.3,202741075.4,375946872.3,417201334.7,393976833.8,510965402.2,452687266.9,593804034.8,625667835.2,616436678.9,665156749.2,637161886.4,543136056.6,545401094.2,616653194.4,741396726.7,850866805.2,909438883.6,952781473.6,1348309543,1630172756,1445827632,1658062054,1670812970,2004986611,2577928913,3113780933,2339844737,2621906409,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Bermuda,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2699314000,2704649000,2644231000,2589439000,2656891000,,,,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Bhutan,BTN,18510178.12,22602771.36,20400634.25,19968316.83,21887323.94,25820533.55,35504361.62,59617283.95,79686063.22,77398028.34,80434037.69,80410290.24,80220293.21,74261397.18,79964297.1,114460067.8,112291843.1,131398512.8,124772176.4,130380863.9,129012508,125216999.8,128202190.9,158797508.3,218024619.8,313215332.3,488540500.2,657474449.5,613943620.5,565371973.7,673077343.6,750024105.2,706230865.4,727604108,705657393.9,684173682.6,657551941.9,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Bolivia,BOL,1112933230,1370742618,1625893980,1535521646,1459382461,1024366576,844298528.6,853524588.2,862854857.4,1061010967,1108688320,1147700385,1131361364,1094220300,1295735743,1514377643,1670373428,1673157414,1673904648,1398595245,1534697178,1626040049,1710308647,2069144689,2731911668,3394519904,4783642094,5483620338,7487864968,6194300427,8093183263,10565709240,12774727352,13518462663,14285068741,10186598842,8311504920,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,194000000,381000000,658000000,1022000000,1123990567,1295321569,1579685634,1632283629,1619401636,2535225101,3231697333,3549945953,4505419793,4276291113,5131401288,4405111158,5100738132,5973018694,5572151491,6133882968,6307966355,5604969096,5988258583,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Botswana,BWA,562918167.8,533763595.1,553753520.4,727778284.3,754544054.2,738988752.2,951599169.8,1476502472,1864978672,1826368554,2086912120,2090843886,1997772195,1959225785,2036914252,2404876993,2609469948,3056343815,2361177501,3027160280,3000196009,2671112100,2836767913,3667669549,4444139019,5255909518,5291779461,5963543364,4999047884,3573059776,5579516015,7668392267,7102151173,9175068526,9890651299,7537801248,8632312409,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Brazil,BRA,21276141968,24828388399,21435129573,23221079049,28317692073,27305943051,23640556197,27820190045,35974382968,38004000000,37880000000,52310000000,43538125000,45983167702,53941811356,57921978860,57235100985,61679962894,60724687635,57330688268,66775075157,69203724173,72286328432,84757556061,1.10744E+11,1.35918E+11,1.59216E+11,1.86198E+11,2.29513E+11,1.80894E+11,2.37192E+11,2.99977E+11,2.88502E+11,2.87592E+11,2.70453E+11,2.32477E+11,2.24312E+11,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Brunei Darussalam,BRN,4601625257,4066833909,3809813084,3393752958,,,,,,1845357125,2176000000,2468163927,2421117250,2248421834,2087861726,2827007196,3065957447,2972117457,2044694073,2567551622,4042036717,3894175364,3922149447,4543527035,5416090226,6688037371,8227327082,8310397452,11269686706,7811357074,9240190686,12876222275,13364276569,12311381074,11749802684,6751036439,5652190806,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Bulgaria,BGR,7084153846,7081357143,6631000000,6153111111,7061055556,7341684211,8106529412,11461076923,10277764706,10207166667,6833181818,4758064516,4876288660,4137681159,4368450185,6782663690,5962327150,5610034485,6304076346,5825652718,4797489757,4947390946,5519115551,7277457148,10713394070,12703276793,16150904893,23262813856,28588393658,21963744935,25395582781,33916506221,32774017083,36049438789,36882842898,32181241782,34060912844,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Burkina Faso,BFA,172630524,164734458.7,143789772.7,126168367.9,160016224.5,154030085.9,183075141.1,269185266,287730467.4,228834247.8,340110196.1,327535416.5,198184577.9,208751601.5,269162042.4,336477102.2,273233009.4,264655013,359254830.5,284956447.4,250604488.1,260002714.7,294167103.5,366324656.1,548132371,532286217.9,673239521.3,714349651.2,834226578.9,1062830722,1726555039,2681411104,2849413870,3126121367,3209388874,2713912177,,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Burundi,BDI,81022222.22,88603333.33,103470000,97956966.11,113561106,126803836.3,140881024.8,110260311.6,136282900.4,108560194,89130244.37,115775316.4,94756920.93,88062144.15,95016968.85,129318804.2,50580560.2,95688945.65,71499431.18,61217971.47,55005758.53,45410971.28,38676369.53,50072047.44,63635537.87,91643019.1,92713639.06,98430522.64,152972427.6,118346172.7,180728261,220340879.5,221281636.6,200759981.3,240320163.1,191747885,187667205.5,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Cabo Verde,CPV,24288324.3,29942601.56,32243019.35,34103853.2,30064775.4,31179559.04,33573415.15,42578568.1,44159711.38,51418167.41,52576490.8,52976389.2,61728160.19,65033421.61,61175342.83,83482492.55,101395543.1,134631485.1,118975529.2,124265005.5,145630289.3,167834263,202095934.4,255294474.1,295820489.5,367187288.2,500015668.8,545279877.9,660191834.3,531989157,543735621.7,662371336.6,708320154.5,749495403.5,749958791.5,,,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Cambodia,KHM,,,,,,,,,,,,,,406842504.9,719965851.8,1073111830,889438538.6,1157570060,974763067.9,1426037338,1821397245,2093243559,2374299969,2632863068,3395176611,4032880210,4989881265,5643664446,6784981007,5119870899,6080135277,6938312829,8136084083,9500429495,10456414665,11140147277,12266568265,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Cameroon,CMR,1879642995,1669843815,2432257587,2243906920,2611952656,2725480658,2472751280,2053806128,2003045527,2306775346,2250713452,2486734793,2341602555,2157027779,2235509632,1990231974,2445458047,2695377807,2393027329,2245087608,2612567707,2679888438,2813421457,3044751073,3958470638,4413882091,4962622165,6460297271,7674073978,5568685496,5796645110,7607694217,7601555334,8270698729,8714098480,6881847055,5987139966,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Canada,CAN,75548816114,80971724080,79140795980,85042194093,99463361903,1.0065E+11,1.0202E+11,1.12299E+11,1.32298E+11,1.41573E+11,1.48911E+11,1.48537E+11,1.55086E+11,1.68142E+11,1.89509E+11,2.18086E+11,2.33248E+11,2.49008E+11,2.53008E+11,2.83124E+11,3.28372E+11,3.09546E+11,3.03441E+11,3.28645E+11,3.81529E+11,4.30267E+11,4.64728E+11,5.00336E+11,5.3171E+11,3.89898E+11,4.69066E+11,5.46694E+11,5.51183E+11,5.55798E+11,5.67434E+11,4.91718E+11,4.75595E+11,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Central African Republic,CAF,201027829,169417064.6,165958843.5,159064482.5,149211719.4,190340624.5,204099901.3,214306676.8,224453261.8,250535801.1,245892968.9,242234415.4,238129779.6,218665883.1,199169783.7,247850138.4,216376660.5,252105044.4,219168752.4,192136061.3,186303954.2,159877005.1,158252320.5,207845728.9,177784785.8,178708437.5,209094018.8,239616991.8,218449261.6,211736581.5,234493940.6,252819602.8,252752498.3,219455296.3,221889305.7,199744707.4,223454293.5,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Chad,TCD,175041293.6,132421607.3,54751112.17,136673324,165602339.5,123003840.7,143026030.4,179740702.7,222673412.9,197582396.4,234367649.9,224348650.8,208710953.3,194955465.9,190020005.2,317076043.9,281984797.6,286444689.4,322640866.6,281123360.4,233937659.2,250689315.8,252228086.5,674122157.2,2252004979,3188888001,3531766075,3844528416,4419706426,3251521900,3926896180,4726067251,4757756273,4346695203,4756021201,3248403649,2877700233,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Chile,CHL,6292627054,5363825292,4713939511,4767971203,4474125375,4647193726,5161066967,6308060063,8456167150,10071482715,10760217715,11842675066,13312092910,12758599162,15656361049,21025141439,20794067520,22487271964,20819483697,21624592265,23772266321,22996523020,22876417337,26973735771,39488088029,49382442844,67789580749,78242480555,74413752041,63854403850,82487244655,95255289952,91147100657,89638289110,86285632021,71974883077,70313591472,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,China,CHN,11300000000,14587301587,22695615072,22280723327,24772194876,26563850461,26422791627,35090911330,46026013490,43054088920,50613099170,58573892129,68851090750,79894597198,1.08829E+11,1.35421E+11,1.61068E+11,1.78262E+11,1.93068E+11,2.04359E+11,2.57238E+11,2.79112E+11,3.38084E+11,4.61132E+11,6.21343E+11,7.88941E+11,1.02311E+12,1.27695E+12,1.47254E+12,1.24469E+12,1.60248E+12,2.0063E+12,2.17508E+12,2.35425E+12,2.52416E+12,2.43126E+12,2.19997E+12,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Colombia,COL,5414746300,4312781333,4259914140,4045271359,4542862174,4820404650,6582202894,6166358849,6387602125,7117713305,8282563012,8801832745,8726657740,9167761033,12254186688,13444770139,14767813599,15829917577,14773797430,15812211475,15897088339,15110712975,14509389926,15694253606,19634334392,24696292642,28676832797,34305095532,43403216520,37483506885,45739170349,62843741984,67495284045,66807031386,60271326932,44452697420,40082555019,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Comoros,COM,10744148.7,13436176.32,16798357.29,22111840.62,9694406.492,19460921.45,26713601.38,29946699.87,37314624.32,29576285.81,35634727.51,49393044.07,48022287.24,52634515.73,37288772.21,45830571.93,42235312.52,38481123,24456514.37,28293024.35,46862490.81,40325279.68,38458786.7,60015989.89,56949051.24,57102946.83,60124645.62,71485543.34,74129613.13,77701176.29,87432865.9,101729301.1,89546623.82,100969664.3,109301013.7,100638566.4,98307747.79,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,"Congo, Dem. Rep.",COD,2372064374,1772960815,1658621522,1787296719,2044031941,1979433109,2000444585,1990594329,2259542548,2299649341,2758536191,1852139470,1368639549,1212977746,1316877699,1607380674,1731595952,1142032617,1851630127,1113537727,2185507246,891666666.7,1367800838,2145055691,2340567899,2442457186,2765019283,6539527974,7722970930,5000334343,8927622883,10817789571,9336125464,11907476515,13229256911,10512898981,8382637045,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,"Congo, Rep.",COG,1023762094,1156656681,1194134307,1215274929,1351850301,1227120964,736631970.1,958951542.2,898779925.8,1159530945,1449116806,1134481546,1193589826,822017176.5,1035379950,1369151207,1739316143,1755897583,1487018190,1701642808,2585496408,2163316674,2461790946,2825094282,3743531240,5122710670,6506604610,6592305407,8912225916,6755575077,10221068210,12591110063,11458706110,10780248563,10347651265,5925246365,4471702078,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Costa Rica,CRI,1279264924,1135278184,1175166465,1189859713,1332427264,1300856760,1480444812,1558338389,1779621000,2078449241,2237240102,2403995753,3021544716,3453398954,3763147122,4414827145,4672770208,5248818573,6015987791,6066566788,6445399591,6471720133,6502965372,7024662666,7855439738,8712270559,9838020324,10910346032,11953069301,10647948764,12363108615,13886078378,14950204991,15586637117,16350235718,16471707998,18155624953,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Cote d'Ivoire,CIV,3561631199,2966163294,2756185695,2527383751,3100078388,3263789748,3617154651,3372301472,3126609547,3125624092,3421191368,3149019076,3558855924,3252142526,3369268837,4593584282,4989346356,5030669759,5220928218,5247990455,4370512052,4555378742,5860137948,6412152575,7682091175,8525099433,9321895748,9607481678,11413826500,12346184123,12599682602,13660375263,13108218937,12988025916,12967183767,12501661028,11780917679,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Croatia,HRV,,,,,,,,,,,,,,,,6181600654,7276195024,7460809986,7498860843,7123027813,7948707914,9004351232,10125528793,13478579180,16402963194,17846601224,20011525978,23436633635,27119322218,21647183146,22516206548,25147080391,23483412816,24858206840,26500506733,23836478121,25185431428,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Cuba,CUB,6521956667,6565420000,6838236471,7224138184,7766066363,7725366416,7687511279,8295404426,8794332850,8421585288,8662106516,5332907602,3736544459,2951182568,3766477027,4078053747,3831000000,3785600000,3668100000,4123500000,4318900000,4193400000,3872000000,4649900000,6120800000,8962900000,9869700000,11917900000,12506400000,10839000000,14519000000,17319000000,18659000000,18593000000,17812000000,14941000000,,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Cyprus,CYP,975007960.2,1048990795,1099530333,1089019577,1245251944,1184542898,1391979209,1751888794,2057181807,2348366627,2879463636,2716934975,3418539505,3129819788,3541279881,6560543338,6950439147,6637970353,7112669683,7103991370,7124599434,7207832423,7250384615,8419932050,9911625000,10416241761,10902898005,12823432795,13945071041,12641150320,12835496689,14516541562,13383142747,14125199150,14495953297,12764777642,13091592920,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Czech Republic,CZE,,,,,,,,,,,13388817546,11457166849,13851908168,16296755517,17724485274,24149133384,25666821390,25002019017,28064601068,27841344318,29710303015,33105450932,36961537757,46732425822,68328119285,84742000384,1.01341E+11,1.25664E+11,1.49036E+11,1.20995E+11,1.36997E+11,1.62543E+11,1.57959E+11,1.6097E+11,1.71545E+11,1.51424E+11,1.55348E+11,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Denmark,DNK,23118401675,22322907600,21672267294,21784363040,21450862252,22827186592,28448646644,34688537052,38843942658,39815326530,50354038070,52463378410,56509004158,52361233208,57548816149,67734720834,69550416473,65532742827,65817215855,70026518735,73620764311,75069928389,81644267673,95609848657,1.10424E+11,1.25495E+11,1.43508E+11,1.64447E+11,1.91436E+11,1.51388E+11,1.62682E+11,1.85143E+11,1.78723E+11,1.88383E+11,1.92781E+11,1.6775E+11,1.64449E+11,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Djibouti,DJI,,,,,,,,,,,243523275.2,248957635.8,212974268.7,204984216.8,206160217.4,194833474.9,190281396.1,195165456,208000180.1,200043889,193241091.4,213486307.2,228003443.6,248271166.6,246252271.8,287866937.5,306682946.9,484062097.3,,,,,,,,,,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Dominica,DMA,13000000,22888888.89,29703703.7,32888888.89,32000000,36025925.93,59766666.67,67255555.56,78559259.26,72303703.7,90718518.52,92314814.81,99681481.48,97325925.93,105700000,111600000,121400000,137148148.1,151603703.7,156814814.8,144511111.1,121248518.5,123167629.6,118410740.7,130478222.2,129259259.3,144444444.4,147844259.3,156733703.7,147949185.2,175645592.6,188272814.8,158361777.8,193466963,272657576.1,267878332.4,281129290.2,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Dominican Republic,DOM,1271000100,1512999900,1142000000,1242000000,2913999900,1420176091,1491346176,1489611995,1774638151,2237895631,2392771128,3901318899,4180958494,4767640000,5326738095,5850713178,6381512527,7096118695,7585000238,7938864574,8889938759,8395552520,8630378093,9165803055,9328667056,10211594686,10782657569,11820698990,11544316169,10174038564,12220486371,13973206159,14936781776,15679937780,16698304576,16834734984,18016218608,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Ecuador,ECU,3066326874,3188264326,2921017219,2668860345,2938789738,3375176925,2393509353,2142867205,2480622111,2817483589,3469125960,4021964982,4366816408,3794531266,4605277639,5201004502,5618746373,6064677339,5006507254,5181939970,5888259130,5682217000,6135846000,7329307000,8984844000,11463499000,14196499000,16287685000,21100364000,15785663000,19402439000,24671849000,26522271000,27243506000,28536122000,21107369000,19407142000,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,"Egypt, Arab Rep.",EGY,6991666528,7810810405,6918719089,7169965192,6849064502,6908177259,5644527502,5087274234,6069165417,7094485905,8646612831,10283582453,11885776186,12034813926,11714116251,13565319965,14033018868,14778761062,13754427391,13653789443,16174959636,17065868263,16090888013,18074562536,22257964940,27213830088,32191268336,39469535055,53800000000,47163995068,46731006458,48539511507,45808657936,49111159371,43520045901,43862395687,34442761209,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,El Salvador,SLV,1220920000,917000000,774247000,858652600,796567700,848385400,930400000,751724100,662448600,578784600,890900000,914200000,958100000,1342900000,1614400000,2055700000,2174100000,2883200000,2976900000,3108200000,3598800000,3568000000,3772200000,4072800000,4259000000,4382800000,4764200000,5203700000,5761040000,4792670000,5552560000,6474310000,6101570000,6421710000,6504830000,6718040000,6663160000,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Equatorial Guinea,GNQ,25654477.99,24242433.52,22454966.78,24629476.05,26814775.13,24740161.55,36207522.89,44680017.34,51744880.45,41778809.83,43715341.46,44611161.58,59586617.72,72361481.71,67511420.74,97206478.27,186124911.2,516224151.2,429802897.1,767965731.2,1276779961,1817557317,2208983805,2953472081,4879108619,7183409023,8303800359,11584326308,17621714169,11171995037,13977374277,16017376540,16099258982,14844895150,14338110696,7283803605,5564705677,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Eritrea,ERI,,,,,,,,,,,,,54502214.56,142966419.3,148977272.7,129406250,202746708.2,203302823.7,110594955.1,65684566.89,68310441.56,81308766.97,85922669.11,56064210,64052293.74,67725792.07,83564227.64,76071544.72,61125203.25,84082757.72,101385281.3,374897684.6,,,,,,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Estonia,EST,,,,,,,,,,,,,,2573467584,2848889768,2967518175,2932836650,3627803314,4178071977,4022130537,3504491201,3831095247,4270175191,5644211834,7418606957,9230837707,10769957722,14052866548,16161072213,11949641428,14633450063,20051461955,19815289721,21191394707,21653984381,17739045671,18432597235,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331910670,5962716169,5948437727,6474164234,6036017780,5795738191,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,489643027.7,525214300,527644096.9,569880328.7,597742789.5,667607814.6,705045818,735713452,825149660.3,959641420.4,1104332987,934358036.9,1025764122,1212770317,1148726802,1323469188,,,,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Fiji,FJI,574572249.4,531710741.9,516194766.2,489774041.3,504526233.1,506241331.5,537558390,533804968.2,602670838.3,741185195.2,833547167.3,793101111.4,795276114.4,856596186.3,1029847688,1168242907,1338202808,1278174136,1007398832,1185164500,1097340975,1007247650,1132973616,1386485916,1467801500,1597483560,1548432994,1669828293,2013176884,1421169300,1816399937,2371960741,2402089502,2474584555,2356946063,2177917620,1233565666,
